content,score,at,content_bersih
"Aplikasinya bagus, cukup membantu ketika kami butuh rute angkutan umum di Sby. Mohon lebih diperbaiki lg dan ditambahkan Maps dan angkutan umum pada Tempat Wisata dan Taman untuk mempermudah kami mencari rute perjalanan",5,2020-02-23 09:43:46,aplikasi bagus cukup bantu butuh rute angkut umum sby mohon lebih baik lg tambah maps angkut umum tempat wisata taman mudah kami cari rute jalan
"Bus-nya terlalu lama, sehingga menunggu di halte hampir 30 menit, tolonglah Dishub Surabaya unit-m bus-nya di tambah, thanks",5,2020-02-22 10:59:46,bus terlalu lama tunggu halte hampir menit tolong dishub surabaya unitm bus tambah thanks
Sangat bermanfaat....,5,2020-02-21 11:50:04,sangat manfaat
"Min,, bisa pake gelas dr kfc,mcd,tehracek,tongtji dll gaakk",5,2020-02-20 10:25:17,min pake gelas dr kfcmcdtehracektongtji gaakk
"Aplikasi ini cukup bagus cuma untuk mall nya ketinggalan 5 yaitu jmp, pasar atum mall, itc, bg junction, sama grand city.",5,2020-02-18 22:46:58,aplikasi cukup bagus cuma mall nya tinggal jmp pasar atum mall itc bg junction sama grand city
Baru download aplikasi ini dan langsung pakai . Alhamdulillah puasss . Lokasi Titik bus akurat 👍,5,2020-02-16 10:33:34,baru download aplikasi dan langsung pakai alhamdulillah puasss lokasi titik bus akurat
Mantap,5,2020-02-15 23:45:30,mantap
"Aplikasi ini bagus tp msh krng sip, TDK ada keterangan untuk tmpt wisata yg mendetail mengenai lokasi dan biaya msknya...tlng diperbaiki kembali di update versi terbarunya...terima ksh...",4,2020-02-09 12:46:10,aplikasi bagus tp msh krng sip tdk terang tmpt wisata yg detail kena lokasi biaya msknyatlng baik di update versi terbarunyaterima ksh
Cukup membantu untuk mengetahui posisi bus di halte terdekat,5,2020-02-07 16:02:31,cukup bantu tahu posisi bus halte dekat
"Sebenarnya bagus pelayanannya, bisnya nyaman banget, kru nya ramah, tapi sayangnya jumlah masih sedikit untuk melayani kota sebesar surabaya. Tolong tambahin unitnya dong, lumayan saya bisa simpan motor saya dan beralih pakai Suroboyo bus wkwkwwk",5,2020-02-04 13:03:21,benar bagus layan bis nyaman banget kru nya ramah sayang jumlah sedikit layan kota besar surabaya tambahin unit dong lumayan bisa simpan motor dan alih pakai suroboyo bus wkwkwwk
"Pemakaian pertama bener2 keren banget.....merasa jadul baru tau app ini, padahal bener2 berguna banget....app yg sangat berguna buat penyuka transportasi umum macam kita",5,2020-01-29 18:59:25,pakai pertama bener keren bangetmerasa jadul baru tau app padahal bener guna bangetapp yg sangat guna buat suka transportasi umum macam
Ganti HP,5,2020-01-29 07:32:10,ganti hp
L7613AP Jumat 24januari2020 jam20.00 jln Basuki Rahmat Sya jln jalur kiri pelan pelan. Tiba2 bus klakson tepat di belakang. Bikin kaget aja smpai mau jatuh. Kalau mau nyalip knp gk dari jauh aja klaksonnya. Atau ambil kanan dikit (lajur kanan sepi dan tidak ada rambu garis lurus panjang) Tolong kasih tau bapak sopirnya. Maaf dan terima kasih,1,2020-01-24 20:08:11,lap jumat januari jam jln basuki rahmat sya jln jalur kiri pelan pelan tiba bus klakson tepat belakang bikin kaget aja smpai mau jatuh kalau mau nyalip knp gk jauh aja klakson ambil kanan dikit lajur kanan sepi tidak rambu garis lurus panjang kasih tau bapak sopir maaf terima kasih
Mayan puas,4,2020-01-24 08:22:57,mayan puas
Suka bgt bisnya gk bikin pusing nyaman di prjlnan,5,2020-01-21 13:49:37,suka bgt bis gk bikin pusing nyaman prjlnan
Ok banget.,5,2020-01-13 19:35:06,banget
Mantabz 👍,5,2020-01-06 14:32:15,mantabz
👍👍👍👍👍👍 Tp kadang aplikasinya sering error,4,2020-01-05 18:44:26,tp kadang aplikasi sering error
Sangat membantu kita para karyawan,5,2020-01-05 06:41:53,sangat bantu para karyawan
Sangat membantu dan bermanfaat,5,2020-01-04 22:23:00,sangat bantu manfaat
Bagus untuk pengguna baru. Kasih prosedur dan cara naik suroboyo bus min.,3,2019-12-31 06:21:11,bagus guna baru kasih prosedur cara naik suroboyo bus min
"Pelayanan yg kurang memuaskam di terminal purabaya krn setelah kita mengantri di sana dan sudah terpanggil di daftar sebelemunya namun bus penuh maka kita tidak di panggil lagi apabila ada bus selanjutnya,mengecewakan . . . .",1,2019-12-30 13:31:17,layan yg kurang memuaskam terminal purabaya krn kita antri sana sudah panggil daftar sebelemunya bus penuh kita di panggil apabila bus selanjutnyamengecewakan
Saya bisa tahu keberadaan bis suroboyonya,5,2019-12-29 10:20:25,bisa tahu ada bis suroboyonya
Saya coba dulu kalau sipp nanti saya tambah bintangnya,3,2019-12-25 23:38:33,coba dulu kalau sipp saya tambah bintang
Susah diakses?,1,2019-12-22 15:22:40,susah akses
Sangat membantu masyarakat surabaya,5,2019-12-17 13:50:01,sangat bantu masyarakat surabaya
Gak berfaedah,1,2019-12-12 15:53:53,gak faedah
Sangat nyaman,5,2019-12-10 12:12:56,sangat nyaman
Siiiippppp,5,2019-12-05 20:44:16,siiiippppp
Mantaaap,5,2019-11-28 12:23:27,mantaaap
bagus,5,2019-11-27 22:20:17,bagus
Kita dari go bis bisa mengetahui lokasi suroboyo bus yang kita mau naiki,5,2019-11-27 20:16:47,dari go bis tahu lokasi suroboyo bus kita mau naik
Bagus,5,2019-11-17 11:19:14,bagus
"Beberapa kali ga muncul keberadaan bis nya. Padahal di hp lain muncul. Saya kebingungan utk pulang, padahal rumah saya jauh.",3,2019-11-16 15:38:15,beberapa kali ga muncul ada bis nya padahal hp muncul bingung utk pulang padahal rumah jauh
Bagus,4,2019-11-14 11:08:49,bagus
21:30 posisi terakhir bus Purabaya-rajawali sudah tidak ada,4,2019-11-09 21:47:07,posisi akhir bus purabayarajawali tidak
"Bis nya bersih, pegawai nya juga ramah&santun.",5,2019-11-09 10:16:31,bis nya bersih pegawai nya ramahsantun
cintaaaah sekaliii,5,2019-11-08 15:33:16,cintaaaah sekaliii
Setiap coba scan untuk melihat bus terdekat tidak pernah bisa.. ayo dung aplikasi di update sehingga lebih maksimal dan membantu masyarakat Surabaya,3,2019-11-06 20:51:11,coba scan lihat bus dekat pernah ayo dung aplikasi update lebih maksimal bantu masyarakat surabaya
makin sip..,5,2019-11-06 19:13:43,makin sip
"Sudah tiga hari ini gambarnya cuma warna biru, bisnya ga bisa dilacak. Kalau mmg ga bisa dipakai lagi mending saya uninstal aja drpd hp saya penuh",1,2019-11-06 17:16:09,tiga hari gambar cuma warna biru bis ga lacak kalau mmg ga pakai mending uninstal aja drpd hp penuh
"Dulu bagus sekali . Sekarang 0 . Posisi bus tidak muncul, map juga hanya keluar rute, halte2 nya juga tidak muncul.. kecewa sekali, saya sudah telat kerja 3 kali gara2 nunggu bis yg gk tau posisinya dimana ... tolonglah di perbaiki, aplikasi untuk rakyat kok kyak gini ..",1,2019-11-06 05:25:40,dulu bagus sekali sekarang posisi bus muncul map hanya keluar rute halte nya tidak muncul kecewa sekali sudah telat kerja kali gara nunggu bis yg gk tau posisi tolong baik aplikasi rakyat kok kyak gin
"Pengelolaannya kok kyak gini yaa,, Kurang maksimal, biasanya bisa mantau bis, tpi kok sering nggak bisa,,, Ini gimana sih?,, Tolong ya untuk diperbakkk lagi biar kita mantau dan mempermhdah perjalanan",2,2019-11-06 05:18:32,kelola kok kyak gin yaa kurang maksimal biasa mantau bis tpi kok sering bisa gimana sih ya diperbakkk biar mantau mempermhdah jalan
Maaf tapi aplikasi yg sekarang kenapa tidak muncul posisi busnya seperti yg dulu,2,2019-11-05 16:48:55,maaf aplikasi yg sekarang tidak muncul posisi bus yg dulu
Kok skrg tidak muncul keberadaan bus nya,4,2019-11-04 13:48:54,kok skrg muncul ada bus nya
"Tidak muncul akhir2 ini ,, tidak nyaman",4,2019-11-04 12:51:39,muncul akhir tidak nyaman
Posisi bus. Sudah tidak seperti dulu lagi. Tidak bisa dipantau posisi busnya.,1,2019-11-04 11:01:04,posisi bus tidak dulu tidak pantau posisi bus
Kenapa kok sekarang halte dan bisnya gak keluar ya.. apa ada masalah,3,2019-11-04 10:35:05,kok sekarang halte bis gak keluar apa masalah
Habis update malah icon bis nya hilang 😂😂😂ini peningkatan apa pembasmian bug sebenerrnya?,2,2019-11-03 17:30:59,habis update malah icon bis nya hilang ini tingkat apa basmi bug sebenerrnya
Halte sama bisnya ga muncul!!!!! Gimana si,1,2019-11-03 15:09:10,halte sama bis ga muncul gimana si
Lokasi bis dan halte tidak keluar seperti dulu,1,2019-11-03 13:49:24,lokasi bis halte keluar dulu
"eror, halte dan bis tidak keluar",1,2019-11-03 13:48:06,eror halte bis keluar
Gk bisa liat posisi bis lagi n halte,1,2019-11-03 09:50:18,gk liat posisi bis n halte
Kok sekarang g bs ngecek lokasi bus e sih padahal saya selalu naik bus ini buat transportasi kata sopire ada gangguan aplikasi tolong aplikasi d perbaiki klo pelayanan bus oke lah,1,2019-11-03 08:28:59,kok sekarang g bs ngecek lokasi bus e sih padahal selalu naik bus buat transportasi kata sopire ganggu aplikasi aplikasi d baik klo layan bus oke lah
Baik sekali sekali,5,2019-11-02 12:15:37,baik sekali sekali
"Tambah halte donk min.... Di daerah pertigaan waru, di depan SD Kedungrejo atau dmana gituuu, biar gak jauh jaraknya antara bungur sm menanggal..",4,2019-10-22 10:39:10,tambah halte donk min daerah tiga waru depan sd kedungrejo dmana gituuu biar gak jauh jarak bungur sm tanggal
Aplikasinya bagussan dlu. Dlu bisa melihat lokasi user dan bus nya. Sekarang g bisa lagi.,1,2019-10-21 00:22:31,aplikasi bagussan dlu dlu lihat lokasi user bus nya sekarang g lagi
"Saya dari daerah luar surabaya, pakai app ini memang membantu untuk yg belum tahu terminal2 busnya, cuman baiknya di app ini ditambah fitur gps untuk menentukan posisi kita di mana. Ntaaap",3,2019-10-18 18:32:42,dari daerah luar surabaya pakai app memang bantu yg tahu terminal bus cuman baik app tambah fitur gps tentu posisi di mana ntaaap
kurang jadwal jam operasional bus surabaya..,4,2019-10-16 16:25:40,kurang jadwal jam operasional bus surabaya
Alhamdulillah....,5,2019-10-15 13:50:10,alhamdulillah
Bus malam jakarta solo dgn speed tercepat,5,2019-10-14 19:26:41,bus malam jakarta solo dgn speed cepat
"Aplikasi ini membantu,tetapi blm max dipergunakan.semisal peta bus atau keberadaan bus tidak muncul sama sekali,hanya berwarna biru polos yg tampil. Tlg disempurnakan lgi aplikasinya,biar bisa lbh banyak yg mengunakan.jgn ambil keuntungan pribadi habis downlod krg max...capek deehh...moga"" cpt disempurnakan apl GOBIS sby...",2,2019-10-13 07:30:02,aplikasi membantutetapi blm max dipergunakansemisal peta bus ada bus muncul sama sekalihanya warna biru polos yg tampil tlg sempurna lgi aplikasinyabiar lbh banyak yg mengunakanjgn ambil untung pribadi habis downlod krg maxcapek deehhmoga cpt sempurna apl gob sby
Kok beberapa hari ink gambar yg nunjukin bisnya sampai mana hilang yaa? Tolong di cari tau kenapa. Karena saya mau naik tapi gk tau bisnya ada dimana,4,2019-10-12 09:37:58,kok beberapa hari ink gambar yg nunjukin bis mana hilang yaa di cari tau karena mau naik gk tau bis mana
"Dulu ditunjukkan posisi bus yg sedang berjalan. Dan sekarang sama sekali gk ada, lalu buat apa ada aplikasi ini cobak?!",1,2019-10-11 19:32:03,dulu tunjuk posisi bus yg sedang jalan sekarang sama sekali gk lalu buat apa aplikasi cobak
Terimakasih banyaksangat terbantu,5,2019-10-11 16:38:34,terimakasih banyaksangat bantu
"tolong dong yg armada unesa-its di perbanyak supaya ngga nunggu lama lamaa bangeeet:"") saya nunggu di halte urip sumoharjo, yg bis purabaya-rajawali udah lewat 4x tapi yg unesa-its gadateng2:"") makasih",4,2019-10-11 12:28:40,dong yg armada unesaits banyak ngga nunggu lama lamaa bangeeet nunggu halte urip sumoharjo yg bis purabayarajawali udah lewat x yg unesaits gadateng makasih
sangat membantu,5,2019-10-11 09:48:53,sangat bantu
"Saya naik dari Unesa ke ITS pukul 9 malam, tapi diminta turun di mayjen Sungkono. Dan saya mencoba naik pukul setengah 8, diminta turun di mayjen Sungkono juga, seharusnya go bis lebih konsisten untuk memberikan pelayananya. Agar kita penumpang tidak sia2 menunggu lama. Terimakasih.",4,2019-10-09 19:42:03,naik unesa its pukul malam minta turun mayjen sungkono saya coba naik pukul tengah minta turun mayjen sungkono harus go bis lebih konsisten beri pelayananya kita tumpang sia tunggu lama terimakasih
Bagus,5,2019-10-09 08:37:02,bagus
"kasih jadwal keberangkatan dan tiba dong... biar kita² bisa tau, dan tidak menunggu lama dihalte",2,2019-10-08 19:05:31,kasih jadwal berangkat tiba dong biar kita tau tidak tunggu lama halte
Saya mau naik surabaya bus tanggal 20,5,2019-10-08 10:57:45,mau naik surabaya bus tanggal
bagus membantu,5,2019-10-08 05:55:53,bagus bantu
Good,5,2019-10-05 21:35:36,good
Mantap,5,2019-10-05 13:16:46,mantap
Puas,1,2019-10-04 13:11:04,puas
Bermanfaat 👍,5,2019-10-03 19:16:17,manfaat
Mantap👍,5,2019-10-03 19:10:46,mantap
Bagus,5,2019-10-02 19:02:23,bagus
Aplikasi mapny diperbarui kalk bisa dibuat nampak satelit seperti di google map,2,2019-10-01 19:00:13,aplikasi mapny baru kalk buat nampak satelit di google map
Sangat membantu,5,2019-10-01 17:04:05,sangat bantu
Saya sangat terbantukan dgn adanya bis suroboyo tidak usah jauh2 nunggu angkot terima kasih bus suroboyo,5,2019-09-29 15:56:28,sangat bantu dgn ada bis suroboyo usah jauh nunggu angkot terima kasih bus suroboyo
Mau coba,4,2019-09-25 08:45:47,mau coba
Top,5,2019-09-24 16:58:04,top
Memepermudah mengidentifikasi keberadaan penumpang,5,2019-09-21 08:54:38,mudah identifikasi ada tumpang
Enak bisa mantau lokasi bus terdekat Good banget deh,5,2019-09-19 21:57:52,enak mantau lokasi bus dekat good banget deh
Coba pake sampah kertas juga. Kertas bekas print2an skripsi banyak ini,5,2019-09-18 12:20:18,coba pake sampah kertas kertas bekas printan skripsi banyak
Bus tumpuk udah gak beroperasi lagi ya?,5,2019-09-14 19:31:15,bus tumpuk udah gak operasi ya
"Bingung tidak disertai lokasi tepat nya untuk bis wisata cm peta aja, bingung naiknya dr mana",1,2019-09-13 15:31:08,bingung serta lokasi tepat nya bis wisata cm peta aja bingung naik dr mana
Keren nih app. Memudahkan pengguna angkutan umum di sub.. Terus berinovasi min.,5,2019-09-12 18:57:36,keren nih app mudah guna angkut umum sub terus inovasi min
Baru mulai msu berlangganan,4,2019-09-11 16:47:54,baru mulai msu langgan
Belum tau,3,2019-09-09 17:01:41,tau
sayang aplikasi tidak di lengkapi dengan jadwal kedatangan dan keberangkatan bus.....,2,2019-09-08 21:51:17,sayang aplikasi di lengkap jadwal datang berangkat bus
Belom mencoba moga aja aplikasi nya brmanfaat buat warga kota surabaya,5,2019-09-08 13:32:41,bom coba moga aja aplikasi nya brmanfaat buat warga kota surabaya
Hebat,4,2019-09-07 19:26:49,hebat
Very Good👍,5,2019-09-07 09:13:21,very good
"Kao bisa tolong akungkutan umum lewat margorejo ya, banyak anak sekolah juga",3,2019-09-05 21:23:38,kao tolong akungkutan umum lewat margorejo banyak anak sekolah
Semenjak ada app ini jadi tau keberadaan bus yg deket. Mantap,5,2019-09-02 18:18:06,semenjak app jadi tau ada bus yg deket mantap
Aplikasi ini memudahkan saya beraktivitas sehari-hari di kota surabaya tercinta. Terima kasih Surabaya...,5,2019-09-02 07:00:39,aplikasi mudah aktivitas seharihari kota surabaya cinta terima kasih surabaya
Sangat membantu!,5,2019-08-31 18:24:34,sangat bantu
Bgs dan membantu aplikasi sdh tepat dan tepat waktu,5,2019-08-29 11:16:09,bgs bantu aplikasi sdh tepat tepat waktu
mantap sudah... Saran saja.. Supaya angkot juga di bikin sistem online.. Meski berbayar.. Insyaallah banyak peminat,5,2019-08-27 20:10:48,mantap saran supaya angkot di bikin sistem online meski bayar insyaallah banyak minat
Ok skli,5,2019-08-26 08:35:58,skli
sangat membantu bus dan petugasnya sangat gaaaalllllaaaaaakkkkkkk,5,2019-08-25 07:19:48,sangat bantu bus tugas sangat gaaaalllllaaaaaakkkkkkk
Sangat bermanfaat sekali,5,2019-08-24 17:53:20,sangat manfaat sekali
Peta bus tdk dibisa di liat,1,2019-08-24 14:16:57,peta bus tdk bisa liat
Bersih bersahabat,5,2019-08-21 17:21:03,bersih sahabat
Lumayan membantu serelah lulqng dr luar kota. Bisa mengajak anak2 jalan2 klo lagi pengen naik bis n memberi pelajaran bahwa sampah itu juga berharga,5,2019-08-20 22:22:37,lumayan bantu serelah lulqng dr luar kota ajak anak jalan klo ken naik bis n beri ajar sampah juga harga
"mantap, bu risma wajib gubernur jakarta",5,2019-08-18 13:38:57,mantap bu risma wajib gubernur jakarta
Ini bus...dari rakyat untuk rakyat...Ini baru mantap......salut buat Ibu Risma..yg selalu memperjuangkan warganya dgn fasilitas moderen buat kotanya...mantap,5,2019-08-18 09:58:12,busdari rakyat rakyatini baru mantapsalut buat ibu rismayg selalu juang warga dgn fasilitas moderen buat kotanyamantap
"fitur baru menunggu di halte masih harus direvisi krn saya pernah beberapa kali scan barcode, tetapi tidak nampak di helper",5,2019-08-16 15:58:52,fitur baru tunggu halte harus revisi krn pernah beberapa kali scan barcode tidak nampak helper
bagus dan membuat nyaman,5,2019-08-16 10:58:08,bagus buat nyaman
sangat meringankan anak kos,5,2019-08-15 04:56:41,sangat ringan anak kos
"Bus tolong stand by di kawasan bisnis dan kampus ketika sore...karena saya udah 2 kali mengalami nunggu bus habis ashar, naik busnya pas azan isya",3,2019-08-14 20:01:16,bus stand by kawasan bisnis kampus sorekarena udah kali alami nunggu bus habis ashar naik bus pas azan isya
perjalan menjadi mudah,5,2019-08-12 14:03:12,jalan jadi mudah
"APLIKASI CACAT, SEMUA MENU PADA ERROR!!!!",1,2019-08-12 11:11:00,aplikasi cacat semua menu error
mantaapp,5,2019-08-12 02:38:03,mantaapp
mantul,5,2019-08-11 16:32:06,mantul
mohon ditambah sampai area surabaya barat daerah made sambikerep,3,2019-08-10 13:33:59,mohon tambah area surabaya barat daerah made sambikerep
membantu sekali,4,2019-08-07 13:04:07,bantu sekali
bagus n enak,5,2019-08-05 12:17:38,bagus n enak
BaguS dan Bar6,5,2019-08-04 04:07:00,bagus bar
mantap,5,2019-08-03 19:12:37,mantap
aplikasi nya membantu sekali. sdh beberapa kali naik. 👍👍👍,5,2019-08-03 17:25:57,aplikasi nya bantu sekali sdh beberapa kali naik
pling pagi dri unesa jam brpa ya,5,2019-08-03 16:54:35,pling pagi dri unesa jam brpa
"masih pertama pake, ok sih..",4,2019-08-03 09:32:50,pertama pake sih
"kalo dari kota lain ke surabaya, antar kota gitu. bayar pake sampah apa bisa? apa cuma khusus buat di surabaya aja gitu?",5,2019-08-01 10:42:11,kalo kota ke surabaya antar kota gitu bayar pake sampah apa apa cuma khusus buat surabaya aja gitu
luamayan,4,2019-07-31 18:52:19,luamayan
good,5,2019-07-31 18:04:35,good
bagusssss banget karena saya pp kekantor naik bus ini semoga jadwal semakin konsisten dan bisa lebih tepat waktu trus..sukses selalu untuk Suroboyo bus,5,2019-07-31 16:02:46,bagusssss banget saya pp kantor naik bus moga jadwal makin konsisten bisa lebih tepat waktu trussukses selalu suroboyo bus
"bus keren, canggih, bersih ...suroboyo bus dong ❤",5,2019-07-31 14:36:25,bus keren canggih bersih suroboyo bus dong
good idea,5,2019-07-31 14:00:11,good idea
sangat membantu untuk melihat posisi bus,5,2019-07-29 20:31:24,sangat bantu lihat posisi bus
keren..sangat membantu untuk memantau keberadaan bus jadi tdk perlu lama2 nuggu di halte.. 👍👍,5,2019-07-28 16:16:01,kerensangat bantu pantau ada bus jadi tdk perlu lama nuggu halte
"aplikasi gak guna, br instal sdh macet,, rugi instal ini, buang2 paketan",1,2019-07-25 08:14:21,aplikasi gak br instal sdh macet rugi instal buang paket
sangat berguna bagi pelajar dan mahasiswa,4,2019-07-22 07:33:04,sangat guna ajar mahasiswa
hebat,5,2019-07-20 23:59:56,hebat
"Aslinya enak, bagus.. Tapi bagi posisi sy wisatawan dimana mau turun di kota trus mau pulang, dimana mesti cepat g bisa. Ngumpulin sampah lagi,, tambahi opsi beli tiket reguler juga dong.. Biar yg mau buru buru bisa pake moda transportasi ini juga. Niat mau pake buat keliling kelilling batal, krn ga punya sampah 😶😶",3,2019-07-20 17:49:23,asli enak bagus bagi posisi sy wisatawan mau turun kota trus mau pulang mesti cepat g ngumpulin sampah tambah opsi beli tiket reguler dong biar yg mau buru buru pake moda transportasi juga niat mau pake buat keliling kelilling batal krn ga punya sampah
dengan adanya bis suroboyo transportasi sekolah anak saya bisa digunakan untuk tabungan disekolah guna bayar kesekolah lanjutannya nanti terimakasih suroboyo Gbu always,5,2019-07-18 05:51:25,ada bis suroboyo transportasi sekolah anak bisa guna tabung seko bayar seko lanjut terimakasih suroboyo gbu always
"Seneeeng bs merasakan bis yg bersih, harum, bebas rokok, dingin, nyaman & tertib. Smoga kondisi spt itu bs seterusnya sekalipun bu risma ytc sdh tdk menjabat lagi, amin. Armada bus tumpuknya kpn di tmbh ?",5,2019-07-13 14:53:27,seneeeng bs rasa bis yg bersih harum bebas rokok dingin nyaman tertib smoga kondisi spt bs sekalipun bu risma ytc sdh tdk jabat amin armada bus tumpuk kpn tmbh
good..,5,2019-07-11 22:25:27,good
sangat membantu bagus,5,2019-07-08 09:10:17,sangat bantu bagus
cara mengetahui jalur gobis surabaya,5,2019-07-07 04:57:13,cara tahu jalur gob surabaya
penukaran botol diperbanyak di setiap halte,3,2019-07-06 11:31:14,tukar botol banyak tiap halte
ok deh,4,2019-07-06 09:37:41,deh
Gak bisa menampilkan data apa apa. Ini aplikasi dulu lumayan bisa menunjukan bis yang ada secara real time. Sekarang gak muncul apa apa. Cuman menu saja,1,2019-07-05 13:16:39,gak tampil data apa apa aplikasi dulu lumayan tunjuk bis ada real time sekarang gak muncul apa apa cuman menu
saya pernah donload seru. banget deh asyiiiik,1,2019-07-02 10:32:16,pernah donload seru banget deh asyiiiik
"bagus, sangat membantu saya ketika di Surabaya",5,2019-06-29 12:25:49,bagus sangat bantu ketika surabaya
"Klo deskripsinya lengkap gak setengah2 apl jauhh lebih bagus,yg kepingin jln2 kota Surabaya bisa terbantu.",3,2019-06-29 07:28:11,klo deskripsi lengkap gak tengah apl jauhh lebih bagusyg kepingin jln kota surabaya bantu
Kenapa cuma garis merah doang sama gambar bus? ga ada keterangan lokasinya 🤔🤣🤣🤣,1,2019-06-25 21:16:25,cuma garis merah doang sama gambar bus ga terang lokasi
"sudah bagus siih... mungkin lebih diperbanyak untuk tempat2 penukaran botol dg kartu stamp nya. klo bisa ada di tiap2 halte jadi kita gak perlu ribet lagi harus bawa botol masuk kedalam bus, kondisi dlm bus jg bisa lebih bersih dan gak banyak sampah botol yg menumpuk jd bisa lebih leluasa jg didalamnya. Maju Terus SUROBOYOKU",5,2019-06-25 20:56:21,bagus siih mungkin lebih banyak tempat tukar botol dg kartu stamp nya klo ada tiap halte jadi gak perlu ribet harus bawa botol masuk dalam bus kondisi dlm bus jg lebih bersih gak banyak sampah botol yg tumpuk jd lebih leluasa jg dalam maju terus suroboyoku
sangat.memuaskan.halte.dekat.denqan.rumah.bila.kerja.tidak.kehilanqan.onqkos.kalau.libur.bisa.jalan.jalan.dg.cucuk.bila.nunqqu.bus.td.lama terima kasih,5,2019-06-25 05:47:09,sangatmemuaskanhaltedekatdenqanrumahbilakerjatidakkehilanqanonqkoskalauliburbisajalanjalandgcucukbilanunqqubustdlama terima kasih
"Berangkat kerja selalu pakai suroboyo bus. Tolong kalau bisa mikrolet / lyn di surabaya juga diintegrasikan dengan moda transportasi berbasis aplikasi seperti ini, supaya surabaya benar benar menjadi smart city",5,2019-06-24 22:12:13,berangkat kerja selalu pakai suroboyo bus kalau mikrolet lyn surabaya integrasi moda transportasi bas aplikasi ini surabaya benar benar jadi smart city
mantapp,5,2019-06-18 11:57:30,mantapp
maju terus dan selalu tepat waktu,4,2019-06-18 09:01:09,maju terus selalu tepat waktu
sangat membantuu,5,2019-06-15 09:49:32,sangat membantuu
kenapa kok ga keluar rute busnya??cuma layar biru aja??gmna mau liat rute klo ga da,2,2019-06-09 13:59:18,kok ga keluar rute busnyacuma layar biru ajagmna mau liat rute klo ga da
uda download tapi gak bisa keliatan bus nya ada dimana akhirnya saya hapus ini mau download lagi,5,2019-06-09 11:47:26,uda download gak liat bus nya mana akhir hapus mau download
"aplikasi bagus. hanya saja, sudah beberapa hari tidak muncul posisi bis & haltenya. apakah libur lebaran atau aplikasi rusak. tolong pemberitahuanya ya. terima kasih.",4,2019-06-07 17:51:50,aplikasi bagus saja beberapa hari muncul posisi bis halte libur lebaran aplikasi rusak pemberitahuanya terima kasih
pelayanan familiar....bagus bersih dan nyaman,5,2019-06-07 10:36:47,layan familiarbagus bersih nyaman
"tidak keluar bus nya, hanya peta saja",1,2019-06-07 08:39:05,keluar bus nya peta
kok aplikasinya yang baru gak bergerak cm kayak map ajaa,1,2019-06-06 16:56:31,kok aplikasi baru gak gerak cm kayak map ajaa
"sangat membantu tahu posisi bus ada dimana, jd tdk lama2 menunggu di halte",5,2019-06-06 13:48:30,sangat bantu tahu posisi bus mana jd tdk lama tunggu halte
Kok aplikasi nya gk bisa di gunakan ya,1,2019-06-06 06:40:01,kok aplikasi nya gk di guna
sip,5,2019-06-02 14:46:16,sip
gobissurabaya,5,2019-05-30 10:08:28,gobissurabaya
AMAZING,5,2019-05-27 15:38:10,amazing
Aplikasi GO-BIS mantap,5,2019-05-16 16:12:38,aplikasi gob mantap
sip,5,2019-05-14 19:01:01,sip
"Tolong diperbaiki lagi aplikasinya. Sudah bagus sih, tapi akan lrbih bagus lagi kalau dikasih tau cara naiknya, mekanisme penukaran botol dan tempat penukaran botolnya dimana. Supaya lebih mudah untuk akses naik bus SuroBoyo.",3,2019-05-12 11:02:41,baik aplikasi bagus sih akan lrbih bagus kalau kasih tau cara naik mekanisme tukar botol tempat tukar botol supaya lebih mudah akses naik bus suroboyo
terima ksh bgt pd DAMRI SURABAYA,5,2019-05-08 15:09:27,terima ksh bgt pd damri surabaya
"stlh di update peta rute dan posisi bis ngga keluar, hanya berwarna biru saja, sampai uninstall dan install ulang tetap seperti itu, why ??? haruskah memanfaatkan ilmu terawang....T_T",1,2019-05-03 20:37:27,stlh update peta rute posisi bis ngga keluar warna biru sampai uninstall install ulang tetap itu why harus manfaat ilmu terawangtt
saya suka naik bis suroboyo bersih dan ramah lingkungan,5,2019-05-02 11:35:47,suka naik bis suroboyo bersih ramah lingkung
terimakasih kepada bu Risma bus ini sangat membantu sekali biar hemat ongkos kemana2,5,2019-04-26 18:27:39,terimakasih bu risma bus sangat bantu sekali biar hemat ongkos
bagus pakainya gampang,4,2019-04-26 16:07:55,bagus pakai gampang
"w2w.R1s, wwwecec",2,2019-04-26 09:28:59,wwrs wwwecec
"bagus banget gak perlu tunggu lama-lama sudah tau posisi bus yg akan lewat ,tapi busnya kok sepi apa kurang sosialisasi lagi pengenalan bus Suroboyo + cara penukaran botol (agen penukaran botol yg mudah) tinggal pake stiker jadi tanpa bawa botol biar gak bikin ribet",5,2019-04-20 18:41:49,bagus banget gak perlu tunggu lamalama tau posisi bus yg lewat bus kok sepi apa kurang sosialisasi kenal bus suroboyo cara tukar botol agen tukar botol yg mudah tinggal pake stiker jadi bawa botol biar gak bikin ribet
"gak bisa di akses lokolasi busnya,,,",3,2019-04-19 06:06:11,gak di akses lokolasi bus
"tidak ada tombol update lokasi user, mhn ditambah tombol order utk notifikasi ke bus terdekat dalam satu rute",4,2019-04-16 19:15:07,ada tombol update lokasi user mhn tambah tombol order utk notifikasi bus dekat satu rute
jalur bisnya jelas,5,2019-04-14 20:50:39,jalur bis jelas
