Nama_User,Rating,Tanggal,Ulasan,Ulasan_Bersih
Pengguna Google,1,2019-10-11 19:32:03,"Dulu ditunjukkan posisi bus yg sedang berjalan. Dan sekarang sama sekali gk ada, lalu buat apa ada aplikasi ini cobak?!",dulu ditunjukkan posisi bus yg sedang berjalan dan sekarang sama sekali gk ada lalu buat apa ada aplikasi ini cobak
Pengguna Google,5,2019-10-11 16:38:34,Terimakasih banyaksangat terbantu,terimakasih banyaksangat terbantu
Pengguna Google,4,2019-10-11 12:28:40,"tolong dong yg armada unesa-its di perbanyak supaya ngga nunggu lama lamaa bangeeet:"") saya nunggu di halte urip sumoharjo, yg bis purabaya-rajawali udah lewat 4x tapi yg unesa-its gadateng2:"") makasih",tolong dong yg armada unesa its di perbanyak supaya ngga nunggu lama lamaa bangeeet saya nunggu di halte urip sumoharjo yg bis purabaya rajawali udah lewat x tapi yg unesa its gadateng makasih
Pengguna Google,5,2019-10-11 09:48:53,sangat membantu,sangat membantu
Pengguna Google,4,2019-10-09 19:42:03,"Saya naik dari Unesa ke ITS pukul 9 malam, tapi diminta turun di mayjen Sungkono. Dan saya mencoba naik pukul setengah 8, diminta turun di mayjen Sungkono juga, seharusnya go bis lebih konsisten untuk memberikan pelayananya. Agar kita penumpang tidak sia2 menunggu lama. Terimakasih.",saya naik dari unesa ke its pukul malam tapi diminta turun di mayjen sungkono dan saya mencoba naik pukul setengah diminta turun di mayjen sungkono juga seharusnya go bis lebih konsisten untuk memberikan pelayananya agar kita penumpang tidak sia menunggu lama terimakasih
Pengguna Google,5,2019-10-09 08:37:02,Bagus,bagus
Pengguna Google,2,2019-10-08 19:05:31,"kasih jadwal keberangkatan dan tiba dong... biar kita² bisa tau, dan tidak menunggu lama dihalte",kasih jadwal keberangkatan dan tiba dong biar kita bisa tau dan tidak menunggu lama dihalte
Pengguna Google,5,2019-10-08 10:57:45,Saya mau naik surabaya bus tanggal 20,saya mau naik surabaya bus tanggal
Pengguna Google,5,2019-10-08 05:55:53,bagus membantu,bagus membantu
Pengguna Google,5,2019-10-05 21:35:36,Good,good
Pengguna Google,5,2019-10-05 13:16:46,Mantap,mantap
Pengguna Google,1,2019-10-04 13:11:04,Puas,puas
Pengguna Google,5,2019-10-03 19:16:17,Bermanfaat 👍,bermanfaat
Pengguna Google,5,2019-10-03 19:10:46,Mantap👍,mantap
Pengguna Google,5,2019-10-02 19:02:23,Bagus,bagus
Pengguna Google,2,2019-10-01 19:00:13,Aplikasi mapny diperbarui kalk bisa dibuat nampak satelit seperti di google map,aplikasi mapny diperbarui kalk bisa dibuat nampak satelit seperti di google map
Pengguna Google,5,2019-10-01 17:04:05,Sangat membantu,sangat membantu
Pengguna Google,5,2019-09-29 15:56:28,Saya sangat terbantukan dgn adanya bis suroboyo tidak usah jauh2 nunggu angkot terima kasih bus suroboyo,saya sangat terbantukan dgn adanya bis suroboyo tidak usah jauh nunggu angkot terima kasih bus suroboyo
Pengguna Google,4,2019-09-25 08:45:47,Mau coba,mau coba
Pengguna Google,5,2019-09-24 16:58:04,Top,top
Pengguna Google,5,2019-09-21 08:54:38,Memepermudah mengidentifikasi keberadaan penumpang,memepermudah mengidentifikasi keberadaan penumpang
Pengguna Google,5,2019-09-19 21:57:52,Enak bisa mantau lokasi bus terdekat Good banget deh,enak bisa mantau lokasi bus terdekat good banget deh
Pengguna Google,5,2019-09-18 12:20:18,Coba pake sampah kertas juga. Kertas bekas print2an skripsi banyak ini,coba pake sampah kertas juga kertas bekas print an skripsi banyak ini
Pengguna Google,5,2019-09-14 19:31:15,Bus tumpuk udah gak beroperasi lagi ya?,bus tumpuk udah gak beroperasi lagi ya
Pengguna Google,1,2019-09-13 15:31:08,"Bingung tidak disertai lokasi tepat nya untuk bis wisata cm peta aja, bingung naiknya dr mana",bingung tidak disertai lokasi tepat nya untuk bis wisata cm peta aja bingung naiknya dr mana
Pengguna Google,5,2019-09-12 18:57:36,Keren nih app. Memudahkan pengguna angkutan umum di sub.. Terus berinovasi min.,keren nih app memudahkan pengguna angkutan umum di sub terus berinovasi min
Pengguna Google,4,2019-09-11 16:47:54,Baru mulai msu berlangganan,baru mulai msu berlangganan
Pengguna Google,3,2019-09-09 17:01:41,Belum tau,belum tau
Pengguna Google,2,2019-09-08 21:51:17,sayang aplikasi tidak di lengkapi dengan jadwal kedatangan dan keberangkatan bus.....,sayang aplikasi tidak di lengkapi dengan jadwal kedatangan dan keberangkatan bus
Pengguna Google,5,2019-09-08 13:32:41,Belom mencoba moga aja aplikasi nya brmanfaat buat warga kota surabaya,belom mencoba moga aja aplikasi nya brmanfaat buat warga kota surabaya
Pengguna Google,4,2019-09-07 19:26:49,Hebat,hebat
Pengguna Google,5,2019-09-07 09:13:21,Very Good👍,very good
Pengguna Google,3,2019-09-05 21:23:38,"Kao bisa tolong akungkutan umum lewat margorejo ya, banyak anak sekolah juga",kao bisa tolong akungkutan umum lewat margorejo ya banyak anak sekolah juga
Pengguna Google,5,2019-09-02 18:18:06,Semenjak ada app ini jadi tau keberadaan bus yg deket. Mantap,semenjak ada app ini jadi tau keberadaan bus yg deket mantap
Pengguna Google,5,2019-09-02 07:00:39,Aplikasi ini memudahkan saya beraktivitas sehari-hari di kota surabaya tercinta. Terima kasih Surabaya...,aplikasi ini memudahkan saya beraktivitas sehari hari di kota surabaya tercinta terima kasih surabaya
Pengguna Google,5,2019-08-31 18:24:34,Sangat membantu!,sangat membantu
Pengguna Google,5,2019-08-29 11:16:09,Bgs dan membantu aplikasi sdh tepat dan tepat waktu,bgs dan membantu aplikasi sdh tepat dan tepat waktu
Pengguna Google,5,2019-08-27 20:10:48,mantap sudah... Saran saja.. Supaya angkot juga di bikin sistem online.. Meski berbayar.. Insyaallah banyak peminat,mantap sudah saran saja supaya angkot juga di bikin sistem online meski berbayar insyaallah banyak peminat
Pengguna Google,5,2019-08-26 08:35:58,Ok skli,ok skli
Pengguna Google,5,2019-08-25 07:19:48,sangat membantu bus dan petugasnya sangat gaaaalllllaaaaaakkkkkkk,sangat membantu bus dan petugasnya sangat gaaaalllllaaaaaakkkkkkk
Pengguna Google,5,2019-08-24 17:53:20,Sangat bermanfaat sekali,sangat bermanfaat sekali
Pengguna Google,1,2019-08-24 14:16:57,Peta bus tdk dibisa di liat,peta bus tdk dibisa di liat
Pengguna Google,5,2019-08-21 17:21:03,Bersih bersahabat,bersih bersahabat
Pengguna Google,5,2019-08-20 22:22:37,Lumayan membantu serelah lulqng dr luar kota. Bisa mengajak anak2 jalan2 klo lagi pengen naik bis n memberi pelajaran bahwa sampah itu juga berharga,lumayan membantu serelah lulqng dr luar kota bisa mengajak anak jalan klo lagi pengen naik bis n memberi pelajaran bahwa sampah itu juga berharga
Pengguna Google,5,2019-08-18 13:38:57,"mantap, bu risma wajib gubernur jakarta",mantap bu risma wajib gubernur jakarta
Pengguna Google,5,2019-08-18 09:58:12,Ini bus...dari rakyat untuk rakyat...Ini baru mantap......salut buat Ibu Risma..yg selalu memperjuangkan warganya dgn fasilitas moderen buat kotanya...mantap,ini bus dari rakyat untuk rakyat ini baru mantap salut buat ibu risma yg selalu memperjuangkan warganya dgn fasilitas moderen buat kotanya mantap
Pengguna Google,5,2019-08-16 15:58:52,"fitur baru menunggu di halte masih harus direvisi krn saya pernah beberapa kali scan barcode, tetapi tidak nampak di helper",fitur baru menunggu di halte masih harus direvisi krn saya pernah beberapa kali scan barcode tetapi tidak nampak di helper
Pengguna Google,5,2019-08-16 10:58:08,bagus dan membuat nyaman,bagus dan membuat nyaman
Pengguna Google,5,2019-08-15 04:56:41,sangat meringankan anak kos,sangat meringankan anak kos
Pengguna Google,3,2019-08-14 20:01:16,"Bus tolong stand by di kawasan bisnis dan kampus ketika sore...karena saya udah 2 kali mengalami nunggu bus habis ashar, naik busnya pas azan isya",bus tolong stand by di kawasan bisnis dan kampus ketika sore karena saya udah kali mengalami nunggu bus habis ashar naik busnya pas azan isya
Pengguna Google,5,2019-08-12 14:03:12,perjalan menjadi mudah,perjalan menjadi mudah
Pengguna Google,1,2019-08-12 11:11:00,"APLIKASI CACAT, SEMUA MENU PADA ERROR!!!!",aplikasi cacat semua menu pada error
Pengguna Google,5,2019-08-12 02:38:03,mantaapp,mantaapp
Pengguna Google,5,2019-08-11 16:32:06,mantul,mantul
Pengguna Google,3,2019-08-10 13:33:59,mohon ditambah sampai area surabaya barat daerah made sambikerep,mohon ditambah sampai area surabaya barat daerah made sambikerep
Pengguna Google,4,2019-08-07 13:04:07,membantu sekali,membantu sekali
Pengguna Google,5,2019-08-05 12:17:38,bagus n enak,bagus n enak
Pengguna Google,5,2019-08-04 04:07:00,BaguS dan Bar6,bagus dan bar
Pengguna Google,5,2019-08-03 19:12:37,mantap,mantap
Pengguna Google,5,2019-08-03 17:25:57,aplikasi nya membantu sekali. sdh beberapa kali naik. 👍👍👍,aplikasi nya membantu sekali sdh beberapa kali naik
Pengguna Google,5,2019-08-03 16:54:35,pling pagi dri unesa jam brpa ya,pling pagi dri unesa jam brpa ya
Pengguna Google,4,2019-08-03 09:32:50,"masih pertama pake, ok sih..",masih pertama pake ok sih
Pengguna Google,5,2019-08-01 10:42:11,"kalo dari kota lain ke surabaya, antar kota gitu. bayar pake sampah apa bisa? apa cuma khusus buat di surabaya aja gitu?",kalo dari kota lain ke surabaya antar kota gitu bayar pake sampah apa bisa apa cuma khusus buat di surabaya aja gitu
Pengguna Google,4,2019-07-31 18:52:19,luamayan,luamayan
Pengguna Google,5,2019-07-31 18:04:35,good,good
Pengguna Google,5,2019-07-31 16:02:46,bagusssss banget karena saya pp kekantor naik bus ini semoga jadwal semakin konsisten dan bisa lebih tepat waktu trus..sukses selalu untuk Suroboyo bus,bagusssss banget karena saya pp kekantor naik bus ini semoga jadwal semakin konsisten dan bisa lebih tepat waktu trus sukses selalu untuk suroboyo bus
Pengguna Google,5,2019-07-31 14:36:25,"bus keren, canggih, bersih ...suroboyo bus dong ❤",bus keren canggih bersih suroboyo bus dong
Pengguna Google,5,2019-07-31 14:00:11,good idea,good idea
Pengguna Google,5,2019-07-29 20:31:24,sangat membantu untuk melihat posisi bus,sangat membantu untuk melihat posisi bus
Pengguna Google,5,2019-07-28 16:16:01,keren..sangat membantu untuk memantau keberadaan bus jadi tdk perlu lama2 nuggu di halte.. 👍👍,keren sangat membantu untuk memantau keberadaan bus jadi tdk perlu lama nuggu di halte
Pengguna Google,1,2019-07-25 08:14:21,"aplikasi gak guna, br instal sdh macet,, rugi instal ini, buang2 paketan",aplikasi gak guna br instal sdh macet rugi instal ini buang paketan
Pengguna Google,4,2019-07-22 07:33:04,sangat berguna bagi pelajar dan mahasiswa,sangat berguna bagi pelajar dan mahasiswa
Pengguna Google,5,2019-07-20 23:59:56,hebat,hebat
Pengguna Google,3,2019-07-20 17:49:23,"Aslinya enak, bagus.. Tapi bagi posisi sy wisatawan dimana mau turun di kota trus mau pulang, dimana mesti cepat g bisa. Ngumpulin sampah lagi,, tambahi opsi beli tiket reguler juga dong.. Biar yg mau buru buru bisa pake moda transportasi ini juga. Niat mau pake buat keliling kelilling batal, krn ga punya sampah 😶😶",aslinya enak bagus tapi bagi posisi sy wisatawan dimana mau turun di kota trus mau pulang dimana mesti cepat g bisa ngumpulin sampah lagi tambahi opsi beli tiket reguler juga dong biar yg mau buru buru bisa pake moda transportasi ini juga niat mau pake buat keliling kelilling batal krn ga punya sampah
Pengguna Google,5,2019-07-18 05:51:25,dengan adanya bis suroboyo transportasi sekolah anak saya bisa digunakan untuk tabungan disekolah guna bayar kesekolah lanjutannya nanti terimakasih suroboyo Gbu always,dengan adanya bis suroboyo transportasi sekolah anak saya bisa digunakan untuk tabungan disekolah guna bayar kesekolah lanjutannya nanti terimakasih suroboyo gbu always
Pengguna Google,5,2019-07-16 15:04:52,ok,ok
Pengguna Google,5,2019-07-13 14:53:27,"Seneeeng bs merasakan bis yg bersih, harum, bebas rokok, dingin, nyaman & tertib. Smoga kondisi spt itu bs seterusnya sekalipun bu risma ytc sdh tdk menjabat lagi, amin. Armada bus tumpuknya kpn di tmbh ?",seneeeng bs merasakan bis yg bersih harum bebas rokok dingin nyaman tertib smoga kondisi spt itu bs seterusnya sekalipun bu risma ytc sdh tdk menjabat lagi amin armada bus tumpuknya kpn di tmbh
Pengguna Google,5,2019-07-11 22:25:27,good..,good
Pengguna Google,5,2019-07-08 09:10:17,sangat membantu bagus,sangat membantu bagus
Pengguna Google,5,2019-07-07 04:57:13,cara mengetahui jalur gobis surabaya,cara mengetahui jalur gobis surabaya
Pengguna Google,3,2019-07-06 11:31:14,penukaran botol diperbanyak di setiap halte,penukaran botol diperbanyak di setiap halte
Pengguna Google,4,2019-07-06 09:37:41,ok deh,ok deh
Pengguna Google,1,2019-07-05 13:16:39,Gak bisa menampilkan data apa apa. Ini aplikasi dulu lumayan bisa menunjukan bis yang ada secara real time. Sekarang gak muncul apa apa. Cuman menu saja,gak bisa menampilkan data apa apa ini aplikasi dulu lumayan bisa menunjukan bis yang ada secara real time sekarang gak muncul apa apa cuman menu saja
Pengguna Google,1,2019-07-02 10:32:16,saya pernah donload seru. banget deh asyiiiik,saya pernah donload seru banget deh asyiiiik
Pengguna Google,5,2019-06-29 12:25:49,"bagus, sangat membantu saya ketika di Surabaya",bagus sangat membantu saya ketika di surabaya
Pengguna Google,3,2019-06-29 07:28:11,"Klo deskripsinya lengkap gak setengah2 apl jauhh lebih bagus,yg kepingin jln2 kota Surabaya bisa terbantu.",klo deskripsinya lengkap gak setengah apl jauhh lebih bagus yg kepingin jln kota surabaya bisa terbantu
Pengguna Google,1,2019-06-25 21:16:25,Kenapa cuma garis merah doang sama gambar bus? ga ada keterangan lokasinya 🤔🤣🤣🤣,kenapa cuma garis merah doang sama gambar bus ga ada keterangan lokasinya
Pengguna Google,5,2019-06-25 20:56:21,"sudah bagus siih... mungkin lebih diperbanyak untuk tempat2 penukaran botol dg kartu stamp nya. klo bisa ada di tiap2 halte jadi kita gak perlu ribet lagi harus bawa botol masuk kedalam bus, kondisi dlm bus jg bisa lebih bersih dan gak banyak sampah botol yg menumpuk jd bisa lebih leluasa jg didalamnya. Maju Terus SUROBOYOKU",sudah bagus siih mungkin lebih diperbanyak untuk tempat penukaran botol dg kartu stamp nya klo bisa ada di tiap halte jadi kita gak perlu ribet lagi harus bawa botol masuk kedalam bus kondisi dlm bus jg bisa lebih bersih dan gak banyak sampah botol yg menumpuk jd bisa lebih leluasa jg didalamnya maju terus suroboyoku
Pengguna Google,5,2019-06-25 05:47:09,sangat.memuaskan.halte.dekat.denqan.rumah.bila.kerja.tidak.kehilanqan.onqkos.kalau.libur.bisa.jalan.jalan.dg.cucuk.bila.nunqqu.bus.td.lama terima kasih,sangat memuaskan halte dekat denqan rumah bila kerja tidak kehilanqan onqkos kalau libur bisa jalan jalan dg cucuk bila nunqqu bus td lama terima kasih
Pengguna Google,5,2019-06-24 22:12:13,"Berangkat kerja selalu pakai suroboyo bus. Tolong kalau bisa mikrolet / lyn di surabaya juga diintegrasikan dengan moda transportasi berbasis aplikasi seperti ini, supaya surabaya benar benar menjadi smart city",berangkat kerja selalu pakai suroboyo bus tolong kalau bisa mikrolet lyn di surabaya juga diintegrasikan dengan moda transportasi berbasis aplikasi seperti ini supaya surabaya benar benar menjadi smart city
Pengguna Google,5,2019-06-18 11:57:30,mantapp,mantapp
Pengguna Google,4,2019-06-18 09:01:09,maju terus dan selalu tepat waktu,maju terus dan selalu tepat waktu
Pengguna Google,5,2019-06-15 09:49:32,sangat membantuu,sangat membantuu
Pengguna Google,2,2019-06-09 13:59:18,kenapa kok ga keluar rute busnya??cuma layar biru aja??gmna mau liat rute klo ga da,kenapa kok ga keluar rute busnya cuma layar biru aja gmna mau liat rute klo ga da
Pengguna Google,5,2019-06-09 11:47:26,uda download tapi gak bisa keliatan bus nya ada dimana akhirnya saya hapus ini mau download lagi,uda download tapi gak bisa keliatan bus nya ada dimana akhirnya saya hapus ini mau download lagi
Pengguna Google,4,2019-06-07 17:51:50,"aplikasi bagus. hanya saja, sudah beberapa hari tidak muncul posisi bis & haltenya. apakah libur lebaran atau aplikasi rusak. tolong pemberitahuanya ya. terima kasih.",aplikasi bagus hanya saja sudah beberapa hari tidak muncul posisi bis haltenya apakah libur lebaran atau aplikasi rusak tolong pemberitahuanya ya terima kasih
Pengguna Google,5,2019-06-07 10:36:47,pelayanan familiar....bagus bersih dan nyaman,pelayanan familiar bagus bersih dan nyaman
Pengguna Google,1,2019-06-07 08:39:05,"tidak keluar bus nya, hanya peta saja",tidak keluar bus nya hanya peta saja
Pengguna Google,1,2019-06-06 16:56:31,kok aplikasinya yang baru gak bergerak cm kayak map ajaa,kok aplikasinya yang baru gak bergerak cm kayak map ajaa
Pengguna Google,5,2019-06-06 13:48:30,"sangat membantu tahu posisi bus ada dimana, jd tdk lama2 menunggu di halte",sangat membantu tahu posisi bus ada dimana jd tdk lama menunggu di halte
Pengguna Google,1,2019-06-06 06:40:01,Kok aplikasi nya gk bisa di gunakan ya,kok aplikasi nya gk bisa di gunakan ya
Pengguna Google,5,2019-06-02 14:46:16,sip,sip
Pengguna Google,5,2019-05-30 10:08:28,gobissurabaya,gobissurabaya
Pengguna Google,5,2019-05-27 15:38:10,AMAZING,amazing
Pengguna Google,5,2019-05-16 16:12:38,Aplikasi GO-BIS mantap,aplikasi go bis mantap
Pengguna Google,5,2019-05-14 19:01:01,sip,sip
Pengguna Google,3,2019-05-12 11:02:41,"Tolong diperbaiki lagi aplikasinya. Sudah bagus sih, tapi akan lrbih bagus lagi kalau dikasih tau cara naiknya, mekanisme penukaran botol dan tempat penukaran botolnya dimana. Supaya lebih mudah untuk akses naik bus SuroBoyo.",tolong diperbaiki lagi aplikasinya sudah bagus sih tapi akan lrbih bagus lagi kalau dikasih tau cara naiknya mekanisme penukaran botol dan tempat penukaran botolnya dimana supaya lebih mudah untuk akses naik bus suroboyo
Pengguna Google,5,2019-05-08 15:09:27,terima ksh bgt pd DAMRI SURABAYA,terima ksh bgt pd damri surabaya
Pengguna Google,1,2019-05-03 20:37:27,"stlh di update peta rute dan posisi bis ngga keluar, hanya berwarna biru saja, sampai uninstall dan install ulang tetap seperti itu, why ??? haruskah memanfaatkan ilmu terawang....T_T",stlh di update peta rute dan posisi bis ngga keluar hanya berwarna biru saja sampai uninstall dan install ulang tetap seperti itu why haruskah memanfaatkan ilmu terawang t t
Pengguna Google,5,2019-05-02 11:35:47,saya suka naik bis suroboyo bersih dan ramah lingkungan,saya suka naik bis suroboyo bersih dan ramah lingkungan
Pengguna Google,5,2019-04-28 16:39:44,👍👍👍,
Pengguna Google,5,2019-04-26 18:27:39,terimakasih kepada bu Risma bus ini sangat membantu sekali biar hemat ongkos kemana2,terimakasih kepada bu risma bus ini sangat membantu sekali biar hemat ongkos kemana
Pengguna Google,4,2019-04-26 16:07:55,bagus pakainya gampang,bagus pakainya gampang
Pengguna Google,2,2019-04-26 09:28:59,"w2w.R1s, wwwecec",w w r s wwwecec
Pengguna Google,5,2019-04-20 18:41:49,"bagus banget gak perlu tunggu lama-lama sudah tau posisi bus yg akan lewat ,tapi busnya kok sepi apa kurang sosialisasi lagi pengenalan bus Suroboyo + cara penukaran botol (agen penukaran botol yg mudah) tinggal pake stiker jadi tanpa bawa botol biar gak bikin ribet",bagus banget gak perlu tunggu lama lama sudah tau posisi bus yg akan lewat tapi busnya kok sepi apa kurang sosialisasi lagi pengenalan bus suroboyo cara penukaran botol agen penukaran botol yg mudah tinggal pake stiker jadi tanpa bawa botol biar gak bikin ribet
Pengguna Google,3,2019-04-19 06:06:11,"gak bisa di akses lokolasi busnya,,,",gak bisa di akses lokolasi busnya
Pengguna Google,4,2019-04-16 19:15:07,"tidak ada tombol update lokasi user, mhn ditambah tombol order utk notifikasi ke bus terdekat dalam satu rute",tidak ada tombol update lokasi user mhn ditambah tombol order utk notifikasi ke bus terdekat dalam satu rute
Pengguna Google,5,2019-04-14 20:50:39,jalur bisnya jelas,jalur bisnya jelas
Pengguna Google,5,2019-04-12 11:42:17,bagaimana kita mendapatkan informasi utk wkt keberangkatan sehingga kita tau jadwalnya bis. apakah rute utk dr Unesa ke ITS saja?? sedangkan didlm perumahan pakuwon city ada kampus unika Widya Mandala juga?? tolong spy bs rute kampus yg sejln bs dipertimbangkan utk ditambahkan. terima kasih sebelumnya .,bagaimana kita mendapatkan informasi utk wkt keberangkatan sehingga kita tau jadwalnya bis apakah rute utk dr unesa ke its saja sedangkan didlm perumahan pakuwon city ada kampus unika widya mandala juga tolong spy bs rute kampus yg sejln bs dipertimbangkan utk ditambahkan terima kasih sebelumnya
Pengguna Google,5,2019-04-10 16:39:18,bagi,bagi
Pengguna Google,2,2019-04-08 10:38:52,nggak lengkap.jadwal nya,nggak lengkap jadwal nya
Pengguna Google,5,2019-04-07 10:36:54,kok kadang eror se,kok kadang eror se
Pengguna Google,5,2019-04-05 19:32:25,top markotop,top markotop
Pengguna Google,1,2019-04-02 21:12:32,"driver yg baru2 kurang ramah, mhn info jam terakhir dr bungurasih katanya jam 9 malam nyatanya jam 20.30 terakhir keberangkatan",driver yg baru kurang ramah mhn info jam terakhir dr bungurasih katanya jam malam nyatanya jam terakhir keberangkatan
Pengguna Google,5,2019-03-30 07:57:13,sangat bagus dan menyenangkan,sangat bagus dan menyenangkan
Pengguna Google,5,2019-03-28 15:35:58,menyenangkan,menyenangkan
Pengguna Google,5,2019-03-23 15:37:07,Bagus..,bagus
Pengguna Google,1,2019-03-22 21:33:27,kenapa gak keluar rutenya cuma warna biru saja.sudah saya unistal trs saya instal lagi masih gk keluar hanya layar biru.mohon di perbaiki karna GOBIS sangat membantu masyarakat,kenapa gak keluar rutenya cuma warna biru saja sudah saya unistal trs saya instal lagi masih gk keluar hanya layar biru mohon di perbaiki karna gobis sangat membantu masyarakat
Pengguna Google,3,2019-03-20 10:04:40,OK,ok
Pengguna Google,5,2019-03-20 07:39:20,bagus,bagus
Pengguna Google,5,2019-03-19 21:43:27,ok,ok
Pengguna Google,5,2019-03-18 20:12:53,update di ios dong,update di ios dong
Pengguna Google,4,2019-03-16 22:02:42,Aplikasi sangat bagus. Saran saya di aplikasi dapat ditambahkan: 1) syarat/ tata cara penggunaan suroboyo bus. 2) schedule perkiraan bus akan sampai di setiap halte. 3) point2 lokasi tempat wisata dicantumkan di setiap koridor perjalanan bus. untuk memudahkan warga yang ingin wisata sekalian ingin merasakan naik suroboyo bus . mudah2an sukses suroboyo busnya.,aplikasi sangat bagus saran saya di aplikasi dapat ditambahkan syarat tata cara penggunaan suroboyo bus schedule perkiraan bus akan sampai di setiap halte point lokasi tempat wisata dicantumkan di setiap koridor perjalanan bus untuk memudahkan warga yang ingin wisata sekalian ingin merasakan naik suroboyo bus mudah an sukses suroboyo busnya
Pengguna Google,3,2019-03-15 11:09:59,Akurasi waktu kedatangan tiap halte nggak ada.,akurasi waktu kedatangan tiap halte nggak ada
Pengguna Google,5,2019-03-14 06:01:10,sangat Membantu,sangat membantu
Pengguna Google,5,2019-03-10 17:58:21,sangat beguna skli bagi msyarakat sby. klu bsa ditmbah lagi rutenya biar masyarakat sby dan skitarnya tau dan mngenal SB sby trima kasih,sangat beguna skli bagi msyarakat sby klu bsa ditmbah lagi rutenya biar masyarakat sby dan skitarnya tau dan mngenal sb sby trima kasih
Pengguna Google,4,2019-03-07 20:15:04,"Harusnya ada info/tanda jika bis tidak jalan atau jam nya sudah habis, jadi ga nunggu sia sia. Sering terlihat di maps bis nya ada tapi ga jalan jalan.",harusnya ada info tanda jika bis tidak jalan atau jam nya sudah habis jadi ga nunggu sia sia sering terlihat di maps bis nya ada tapi ga jalan jalan
Pengguna Google,1,2019-03-04 20:29:51,"semenjak auto-update tgl 26 feb 2019.. map dan posisi bus tdk muncul blas.. so, ndk bisa dipake lagi",semenjak auto update tgl feb map dan posisi bus tdk muncul blas so ndk bisa dipake lagi
Pengguna Google,5,2019-03-01 16:48:03,"semoga di jalankan terus dan di pertambah jalurnya ama bisnya, the best dah semoga orang mulai menikmati angkutan umum yang ada",semoga di jalankan terus dan di pertambah jalurnya ama bisnya the best dah semoga orang mulai menikmati angkutan umum yang ada
Pengguna Google,1,2019-02-27 12:29:28,posisi bus hilang setelah update sedihhh,posisi bus hilang setelah update sedihhh
Pengguna Google,5,2019-02-27 09:54:16,ayo naik bis,ayo naik bis
Pengguna Google,5,2019-02-24 12:04:45,sangat membantu,sangat membantu
Pengguna Google,5,2019-02-23 21:44:30,saya dan keluarga merasa senang dengan bus suboyo ..ini ...petugasnya ramah ...dan sopan ..jiadi favorid anak anak saya trimakasih,saya dan keluarga merasa senang dengan bus suboyo ini petugasnya ramah dan sopan jiadi favorid anak anak saya trimakasih
Pengguna Google,5,2019-02-22 14:05:03,tolong info bis kota sama mikroletnya juga ditambahin dong,tolong info bis kota sama mikroletnya juga ditambahin dong
Pengguna Google,4,2019-02-21 23:40:00,"mungkin lebih baik di update waktu kedatangan supaya orang tidak menunggu terlalu lama di halte, karena hanya melihat gambar bus yg bergerak di peta.",mungkin lebih baik di update waktu kedatangan supaya orang tidak menunggu terlalu lama di halte karena hanya melihat gambar bus yg bergerak di peta
Pengguna Google,1,2019-02-19 15:43:47,Aplikasinya tak seperti TRANSJAKARTA yang akurat sekali...,aplikasinya tak seperti transjakarta yang akurat sekali
Pengguna Google,5,2019-02-13 14:33:06,siip banget,siip banget
Pengguna Google,1,2019-02-11 15:42:33,bus tidak muncul di rute go bus,bus tidak muncul di rute go bus
Pengguna Google,1,2019-02-11 14:24:08,Jelek,jelek
Pengguna Google,5,2019-02-10 19:09:25,bagus,bagus
Pengguna Google,1,2019-02-09 21:27:30,"sy diturunkan di pinggir jln. dengan alasan bis akan balek ke garasi, kesalahan sopir tdk bilang trayeknya kemana. sy diturunkan pinggir jln. sy bawa banyak ank kecil mohon unk pengawas dan sopir lebih mengerti sedikit keadaan penumpangnya !!!",sy diturunkan di pinggir jln dengan alasan bis akan balek ke garasi kesalahan sopir tdk bilang trayeknya kemana sy diturunkan pinggir jln sy bawa banyak ank kecil mohon unk pengawas dan sopir lebih mengerti sedikit keadaan penumpangnya
Pengguna Google,5,2019-02-07 13:07:25,sangat membantu,sangat membantu
Pengguna Google,4,2019-02-05 09:37:41,hmmm..cb kalu jg di tampilkan jadwal keberangkatan bus Gobis.penumpng jadi bisa kalkulasi keberngktan bus.maju terus bu Risma dan kota Surabaya,hmmm cb kalu jg di tampilkan jadwal keberangkatan bus gobis penumpng jadi bisa kalkulasi keberngktan bus maju terus bu risma dan kota surabaya
Pengguna Google,2,2019-02-04 14:31:25,"map nya tiba"" ga bisa sinkron. tolong dong dishub mapnya diupdate bisar bisa liat posisi bus nya di mana...(padahal dah pembaruan map ma aplikasi trnyata tetep gak ngaruh) 😑",map nya tiba ga bisa sinkron tolong dong dishub mapnya diupdate bisar bisa liat posisi bus nya di mana padahal dah pembaruan map ma aplikasi trnyata tetep gak ngaruh
Pengguna Google,5,2019-02-03 11:47:34,ok,ok
Pengguna Google,4,2019-02-03 08:55:18,"app ga bisa update dgan gmap, Disbub mohon update ya app sd bgus lbih bgus lg kl sprti grab dan gojek, jd kita tw posisi bus brada d titik mn trima kasih",app ga bisa update dgan gmap disbub mohon update ya app sd bgus lbih bgus lg kl sprti grab dan gojek jd kita tw posisi bus brada d titik mn trima kasih
Pengguna Google,1,2019-02-01 16:54:08,lokasi bus tidak muncul di map.,lokasi bus tidak muncul di map
Pengguna Google,3,2019-01-31 17:27:50,kurang simple.stiap tempat pemberhentian baiknya dicantumkan,kurang simple stiap tempat pemberhentian baiknya dicantumkan
Pengguna Google,5,2019-01-30 20:26:43,bagus,bagus
